"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043434","response to peptide hormone","20/352","446/18986",0.0448430493273543,2.41872197309417,4.16709543181735,0.000268903918097147,0.016121430137348,0.0137215132141802,"CFLAR/PDK4/SORBS1/KANK1/ERRFI1/NR4A3/INHBA/NR4A1/PPARG/PTPRE/SORT1/AGTR1/PIK3R1/FOXO1/INHBB/KLF15/LEP/AGTRAP/IRS2/ENPP1",20
"GO:0030730","sequestering of triglyceride","4/352","18/18986",0.222222222222222,11.9861111111111,6.40904109099804,0.000289319309267865,0.0170150680548254,0.0144821197105574,"ABHD5/PPARG/PNPLA2/ENPP1",4
"GO:0030041","actin filament polymerization","11/352","167/18986",0.0658682634730539,3.55276946107784,4.55402223864531,0.000292819545555639,0.0170150680548254,0.0144821197105574,"CARMIL1/KANK1/PTK2B/WASF3/SSH2/DAAM2/CDC42EP3/LMOD1/FAM107A/MYADM/ANG",11
"GO:0008154","actin polymerization or depolymerization","12/352","196/18986",0.0612244897959184,3.30229591836735,4.45296596859109,0.000308634743819207,0.0176623246576537,0.0150330224501413,"CARMIL1/KANK1/PTK2B/WASF3/MICAL2/SSH2/DAAM2/CDC42EP3/LMOD1/FAM107A/MYADM/ANG",12
"GO:0034762","regulation of transmembrane transport","21/352","487/18986",0.0431211498973306,2.32584702258727,4.07387180796388,0.000321299760363817,0.0177891848708141,0.015140997615893,"ABCC9/SORBS1/FGF14/PRKAG2/AKAP7/NR4A3/PTK2B/HSPA2/TRPC6/THBS1/PIK3R1/STOM/TMC2/ACSL1/UBASH3B/KLF15/CACNB2/LEP/IRS2/ENPP1/DMD",21
"GO:0008643","carbohydrate transport","10/352","142/18986",0.0704225352112676,3.79841549295775,4.60037683433421,0.00032217167858334,0.0177891848708141,0.015140997615893,"SORBS1/PRKAG2/NR4A3/SORT1/PIK3R1/SLC45A1/KLF15/LEP/IRS2/ENPP1",10
"GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","5/352","33/18986",0.151515151515152,8.17234848484849,5.66764915351984,0.000329691008990466,0.0177891848708141,0.015140997615893,"ITGA8/TSC22D1/THBS1/CITED2/ING2",5
"GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","5/352","33/18986",0.151515151515152,8.17234848484849,5.66764915351984,0.000329691008990466,0.0177891848708141,0.015140997615893,"ITGA8/TSC22D1/THBS1/CITED2/ING2",5
"GO:0170040","proteinogenic amino acid catabolic process","7/352","71/18986",0.0985915492957746,5.31778169014084,5.00968326646727,0.000340834883874765,0.0181314557238731,0.015432316313618,"AASS/PRODH/GLS/GLUL/ADHFE1/DDAH1/CBS",7
"GO:0061448","connective tissue development","15/352","290/18986",0.0517241379310345,2.78987068965517,4.22153012138552,0.000359026534898175,0.0188339336432001,0.0160302198476466,"CFLAR/COL11A1/ACTA2/ZBTB16/ERRFI1/PPARG/CCN1/GDF7/STC1/CBS/PKDCC/FRZB/TGFBR2/AXIN2/LEP",15
"GO:0032835","glomerulus development","7/352","72/18986",0.0972222222222222,5.24392361111111,4.95867564074679,0.000371625706169281,0.0192278122219366,0.0163654636862435,"CFLAR/COL4A4/ACTA2/NID1/KLF15/COL4A3/MTSS1",7
"GO:0006536","glutamate metabolic process","5/352","34/18986",0.147058823529412,7.93198529411765,5.56023509097461,0.000380714409002683,0.0194318692270694,0.0165391437424494,"GCLM/PRODH/GLS/GLUL/ADHFE1",5
"GO:0032924","activin receptor signaling pathway","6/352","52/18986",0.115384615384615,6.22355769230769,5.18406535519485,0.000386066255872143,0.0194422966457211,0.0165480188832776,"FSTL3/INHBA/GDF7/INHBB/TGFBR2/CITED2",6
"GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","19/352","425/18986",0.0447058823529412,2.41132352941176,4.04430544994023,0.000395482429916538,0.0196482428727645,0.016723306922348,"FSTL3/ITGA8/CHRDL1/TSC22D1/INHBA/RASL11B/PPARG/THBS1/CILP/FBN2/CCN1/GDF7/CRIM1/INHBB/TGFBR2/SAP30/CITED2/TMEM100/ING2",19
"GO:0001935","endothelial cell proliferation","12/352","202/18986",0.0594059405940594,3.20420792079208,4.32870301404408,0.000405761965601174,0.0196482428727645,0.016723306922348,"RGCC/NRP2/NR4A1/DLL4/PPARG/THBS1/AGTR1/XDH/HMGB2/COL4A3/LEP/ANG",12
